postcode,commune,longitude,latitude,result_score,result_score_next,result_label,result_type,result_id,result_housenumber,result_name,result_street,result_postcode,result_city,result_context,result_citycode,result_oldcitycode,result_oldcity,result_district,result_status
79000,Niort,-0.466291,46.327232,0.9540545454545454,0.5188845454545454,Niort,municipality,79191,,Niort,,79000,Niort,"79, Deux-Sèvres, Nouvelle-Aquitaine",79191,,,,ok
79000,Niort,-0.466291,46.327232,0.9540545454545454,0.5188845454545454,Niort,municipality,79191,,Niort,,79000,Niort,"79, Deux-Sèvres, Nouvelle-Aquitaine",79191,,,,ok
79000,Niort,-0.466291,46.327232,0.9540545454545454,0.5188845454545454,Niort,municipality,79191,,Niort,,79000,Niort,"79, Deux-Sèvres, Nouvelle-Aquitaine",79191,,,,ok
79000,Niort,-0.466291,46.327232,0.9540545454545454,0.5188845454545454,Niort,municipality,79191,,Niort,,79000,Niort,"79, Deux-Sèvres, Nouvelle-Aquitaine",79191,,,,ok
79000,Niort,-0.466291,46.327232,0.9540545454545454,0.5188845454545454,Niort,municipality,79191,,Niort,,79000,Niort,"79, Deux-Sèvres, Nouvelle-Aquitaine",79191,,,,ok
79000,Sciecq,-0.475373,46.373166,0.9335799999999999,0.5831946464646465,Sciecq,municipality,79308,,Sciecq,,79000,Sciecq,"79, Deux-Sèvres, Nouvelle-Aquitaine",79308,,,,ok
02000,Aulnois sous Laon,3.610652,49.615005,0.9369336363636362,0.7018248484848484,Aulnois-sous-Laon,municipality,02037,,Aulnois-sous-Laon,,02000,Aulnois-sous-Laon,"02, Aisne, Hauts-de-France",02037,,,,ok
02000,Barenton Bugny,3.650831,49.631451,0.9328609090909089,0.6026775757575756,Barenton-Bugny,municipality,02046,,Barenton-Bugny,,02000,Barenton-Bugny,"02, Aisne, Hauts-de-France",02046,,,,ok
02000,Barenton Cel,3.652119,49.643228,0.9255045454545453,0.5855625974025973,Barenton-Cel,municipality,02047,,Barenton-Cel,,02000,Barenton-Cel,"02, Aisne, Hauts-de-France",02047,,,,ok
02000,Bourguignon sous Montbavin,3.54104,49.527125,0.9270218181818182,0.7084432372505544,Bourguignon-sous-Montbavin,municipality,02108,,Bourguignon-sous-Montbavin,,02000,Bourguignon-sous-Montbavin,"02, Aisne, Hauts-de-France",02108,,,,ok
02000,Braye en Laonnois,3.609879,49.441463,0.9278509090909091,0.6158398395721925,Braye-en-Laonnois,municipality,02115,,Braye-en-Laonnois,,02000,Braye-en-Laonnois,"02, Aisne, Hauts-de-France",02115,,,,ok
02000,Chaillevois,3.525377,49.513459,0.9279472727272727,0.5716269023569023,Chaillevois,municipality,02155,,Chaillevois,,02000,Chaillevois,"02, Aisne, Hauts-de-France",02155,,,,ok
02000,Chambry,3.671256,49.601908,0.9346763636363635,0.5539114285714285,Chambry,municipality,02157,,Chambry,,02000,Chambry,"02, Aisne, Hauts-de-France",02157,,,,ok
02000,Chavignon,3.518532,49.478612,0.9347254545454544,0.5378754545454546,Chavignon,municipality,02174,,Chavignon,,02000,Chavignon,"02, Aisne, Hauts-de-France",02174,,,,ok
02000,Chery les Pouilly,3.60567,49.656556,0.9341209090909091,0.6581745454545453,Chéry-lès-Pouilly,municipality,02180,,Chéry-lès-Pouilly,,02000,Chéry-lès-Pouilly,"02, Aisne, Hauts-de-France",02180,,,,ok
02000,Chevregny,3.591836,49.47161,0.9278990909090908,0.5522621212121213,Chevregny,municipality,02183,,Chevregny,,02000,Chevregny,"02, Aisne, Hauts-de-France",02183,,,,ok
02000,Chivy les Etouvelles,3.585395,49.532246,0.9323727272727271,0.815125423197492,Chivy-lès-Étouvelles,municipality,02191,,Chivy-lès-Étouvelles,,02000,Chivy-lès-Étouvelles,"02, Aisne, Hauts-de-France",02191,,,,ok
02000,Clacy et Thierret,3.570382,49.548857,0.930069090909091,0.6692894721407625,Clacy-et-Thierret,municipality,02196,,Clacy-et-Thierret,,02000,Clacy-et-Thierret,"02, Aisne, Hauts-de-France",02196,,,,ok
02000,Etouvelles,3.58141,49.521666,0.9284018181818181,0.5687363636363636,Étouvelles,municipality,02294,,Étouvelles,,02000,Étouvelles,"02, Aisne, Hauts-de-France",02294,,,,ok
02000,Filain,3.556954,49.458214,0.9259336363636362,0.5758028282828282,Filain,municipality,02311,,Filain,,02000,Filain,"02, Aisne, Hauts-de-France",02311,,,,ok
02000,Laniscourt,3.540317,49.549393,0.9284663636363635,0.5907081818181817,Laniscourt,municipality,02407,,Laniscourt,,02000,Laniscourt,"02, Aisne, Hauts-de-France",02407,,,,ok
02000,Laon,3.614719,49.570287,0.9499463636363634,0.60427,Laon,municipality,02408,,Laon,,02000,Laon,"02, Aisne, Hauts-de-France",02408,,,,ok
02000,Merlieux et Fouquerolles,3.499607,49.511937,0.9293727272727272,0.7012661305361305,Merlieux-et-Fouquerolles,municipality,02478,,Merlieux-et-Fouquerolles,,02000,Merlieux-et-Fouquerolles,"02, Aisne, Hauts-de-France",02478,,,,ok
02000,Molinchart,3.53963,49.562762,0.93075,0.5555864335664334,Molinchart,municipality,02489,,Molinchart,,02000,Molinchart,"02, Aisne, Hauts-de-France",02489,,,,ok
02000,Monampteuil,3.569191,49.475511,0.92608,0.6019581818181818,Monampteuil,municipality,02490,,Monampteuil,,02000,Monampteuil,"02, Aisne, Hauts-de-France",02490,,,,ok
02000,Mons en Laonnois,3.560077,49.538783,0.9361390909090908,0.6885063009404389,Mons-en-Laonnois,municipality,02497,,Mons-en-Laonnois,,02000,Mons-en-Laonnois,"02, Aisne, Hauts-de-France",02497,,,,ok
02000,Montbavin,3.510368,49.529939,0.9212981818181818,0.5669464462809917,Montbavin,municipality,02499,,Montbavin,,02000,Montbavin,"02, Aisne, Hauts-de-France",02499,,,,ok
02000,Pargny Filain,3.546525,49.46517,0.9293381818181818,0.576600909090909,Pargny-Filain,municipality,02589,,Pargny-Filain,,02000,Pargny-Filain,"02, Aisne, Hauts-de-France",02589,,,,ok
02000,Royaucourt et Chailvet,3.532965,49.514739,0.92899,0.640850909090909,Royaucourt-et-Chailvet,municipality,02661,,Royaucourt-et-Chailvet,,02000,Royaucourt-et-Chailvet,"02, Aisne, Hauts-de-France",02661,,,,ok
02000,Urcel,3.558783,49.492156,0.9328445454545454,0.4598040692640692,Urcel,municipality,02755,,Urcel,,02000,Urcel,"02, Aisne, Hauts-de-France",02755,,,,ok
02000,Vaucelles et Beffecourt,3.560701,49.528944,0.9289709090909091,0.7503036363636363,Vaucelles-et-Beffecourt,municipality,02765,,Vaucelles-et-Beffecourt,,02000,Vaucelles-et-Beffecourt,"02, Aisne, Hauts-de-France",02765,,,,ok
02000,Verneuil sur Serre,3.673548,49.650442,0.9294427272727271,0.5794355980861243,Verneuil-sur-Serre,municipality,02787,,Verneuil-sur-Serre,,02000,Verneuil-sur-Serre,"02, Aisne, Hauts-de-France",02787,,,,ok
16210,Bardenac,-0.013625,45.304602,0.9286954545454545,0.5855260173160173,Bardenac,municipality,16029,,Bardenac,,16210,Bardenac,"16, Charente, Nouvelle-Aquitaine",16029,,,,ok
16210,Bazac,0.034353,45.221503,0.9268427272727273,0.45796770562770556,Bazac,municipality,16034,,Bazac,,16210,Bazac,"16, Charente, Nouvelle-Aquitaine",16034,,,,ok
16210,Bellon,0.118122,45.314438,0.9265590909090908,0.4612740692640692,Bellon,municipality,16037,,Bellon,,16210,Bellon,"16, Charente, Nouvelle-Aquitaine",16037,,,,ok
16210,Brie sous Chalais,0.007469,45.315502,0.927250909090909,0.6346869696969696,Brie-sous-Chalais,municipality,16063,,Brie-sous-Chalais,,16210,Brie-sous-Chalais,"16, Charente, Nouvelle-Aquitaine",16063,,,,ok
16210,Chalais,0.039942,45.274393,0.9381527272727271,0.5343814049586776,Chalais,municipality,16073,,Chalais,,16210,Chalais,"16, Charente, Nouvelle-Aquitaine",16073,,,,ok
16210,Chalais,0.039942,45.274393,0.9381527272727271,0.5343814049586776,Chalais,municipality,16073,,Chalais,,16210,Chalais,"16, Charente, Nouvelle-Aquitaine",16073,,,,ok
16210,Chalais,0.039942,45.274393,0.9381527272727271,0.5343814049586776,Chalais,municipality,16073,,Chalais,,16210,Chalais,"16, Charente, Nouvelle-Aquitaine",16073,,,,ok
16210,Courlac,0.090555,45.301364,0.9227827272727271,0.42504767676767674,Courlac,municipality,16112,,Courlac,,16210,Courlac,"16, Charente, Nouvelle-Aquitaine",16112,,,,ok
16210,Curac,0.025044,45.295082,0.9258963636363635,0.4776518181818182,Curac,municipality,16117,,Curac,,16210,Curac,"16, Charente, Nouvelle-Aquitaine",16117,,,,ok
16210,Les Essards,0.114375,45.239384,0.9278018181818182,0.6258308300395257,Les Essards,municipality,16130,,Les Essards,,16210,Les Essards,"16, Charente, Nouvelle-Aquitaine",16130,,,,ok
16210,Medillac,0.019297,45.218871,0.9270509090909091,0.5206728458498023,Médillac,municipality,16215,,Médillac,,16210,Médillac,"16, Charente, Nouvelle-Aquitaine",16215,,,,ok
16210,Orival,0.071905,45.277687,0.9269927272727272,0.4462266666666666,Orival,municipality,16252,,Orival,,16210,Orival,"16, Charente, Nouvelle-Aquitaine",16252,,,,ok
16210,Rioux Martin,0.002332,45.246762,0.9287563636363636,0.6409972727272728,Rioux-Martin,municipality,16279,,Rioux-Martin,,16210,Rioux-Martin,"16, Charente, Nouvelle-Aquitaine",16279,,,,ok
16210,Rouffiac,0.102088,45.26241,0.9260445454545453,0.5339376284584979,Rouffiac,municipality,16284,,Rouffiac,,16210,Rouffiac,"16, Charente, Nouvelle-Aquitaine",16284,,,,ok
16210,St Avit,0.038999,45.246976,0.6445436363636363,0.3691651515151515,Saint-Avit,municipality,16302,,Saint-Avit,,16210,Saint-Avit,"16, Charente, Nouvelle-Aquitaine",16302,,,,ok
16210,St Quentin de Chalais,0.071472,45.243817,0.7776430303030303,0.6059687645687646,Saint-Quentin-de-Chalais,municipality,16346,,Saint-Quentin-de-Chalais,,16210,Saint-Quentin-de-Chalais,"16, Charente, Nouvelle-Aquitaine",16346,,,,ok
16210,St Romain,0.126925,45.281195,0.6799456565656565,0.4055763636363636,Saint-Romain,municipality,16347,,Saint-Romain,,16210,Saint-Romain,"16, Charente, Nouvelle-Aquitaine",16347,,,,ok
16210,Yviers,-0.017088,45.269351,0.9326781818181817,0.4842290909090909,Yviers,municipality,16424,,Yviers,,16210,Yviers,"16, Charente, Nouvelle-Aquitaine",16424,,,,ok
31450,Ayguesvives,1.593836,43.432632,0.9401227272727272,0.699504297520661,Ayguesvives,municipality,31004,,Ayguesvives,,31450,Ayguesvives,"31, Haute-Garonne, Occitanie",31004,,,,ok
31450,Baziege,1.6213,43.460932,0.9412245454545454,0.5492832231404957,Baziège,municipality,31048,,Baziège,,31450,Baziège,"31, Haute-Garonne, Occitanie",31048,,,,ok
31450,Belberaud,1.574847,43.504569,0.9374527272727272,0.6678763636363636,Belberaud,municipality,31057,,Belberaud,,31450,Belberaud,"31, Haute-Garonne, Occitanie",31057,,,,ok
31450,Belbeze de Lauragais,1.554098,43.43554,0.9262572727272727,0.7323872727272727,Belbèze-de-Lauragais,municipality,31058,,Belbèze-de-Lauragais,,31450,Belbèze-de-Lauragais,"31, Haute-Garonne, Occitanie",31058,,,,ok
31450,Corronsac,1.492039,43.474087,0.9349463636363635,0.6703627272727272,Corronsac,municipality,31151,,Corronsac,,31450,Corronsac,"31, Haute-Garonne, Occitanie",31151,,,,ok
31450,Deyme,1.532952,43.486099,0.9368899999999999,0.5688602673796791,Deyme,municipality,31161,,Deyme,,31450,Deyme,"31, Haute-Garonne, Occitanie",31161,,,,ok
31450,Donneville,1.547876,43.470704,0.9360190909090907,0.598260909090909,Donneville,municipality,31162,,Donneville,,31450,Donneville,"31, Haute-Garonne, Occitanie",31162,,,,ok
31450,Espanes,1.487797,43.451741,0.9298381818181817,0.5137122943722944,Espanès,municipality,31171,,Espanès,,31450,Espanès,"31, Haute-Garonne, Occitanie",31171,,,,ok
31450,Fourquevaux,1.623792,43.498325,0.9343018181818182,0.6936842975206612,Fourquevaux,municipality,31192,,Fourquevaux,,31450,Fourquevaux,"31, Haute-Garonne, Occitanie",31192,,,,ok
31450,Issus,1.496335,43.427153,0.9334745454545453,0.4743974641148325,Issus,municipality,31240,,Issus,,31450,Issus,"31, Haute-Garonne, Occitanie",31240,,,,ok
31450,Labastide Beauvoir,1.668712,43.477004,0.9364845454545454,0.705031348973607,Labastide-Beauvoir,municipality,31249,,Labastide-Beauvoir,,31450,Labastide-Beauvoir,"31, Haute-Garonne, Occitanie",31249,,,,ok
31450,Montbrun Lauragais,1.518315,43.458249,0.9338227272727271,0.774635974025974,Montbrun-Lauragais,municipality,31366,,Montbrun-Lauragais,,31450,Montbrun-Lauragais,"31, Haute-Garonne, Occitanie",31366,,,,ok
31450,Montesquieu Lauragais,1.620387,43.404211,0.9356827272727272,0.7702218181818181,Montesquieu-Lauragais,municipality,31374,,Montesquieu-Lauragais,,31450,Montesquieu-Lauragais,"31, Haute-Garonne, Occitanie",31374,,,,ok
31450,Montgiscard,1.557816,43.453757,0.93982,0.6501733333333333,Montgiscard,municipality,31381,,Montgiscard,,31450,Montgiscard,"31, Haute-Garonne, Occitanie",31381,,,,ok
31450,Montlaur,1.583617,43.486159,0.9381527272727271,0.514620118577075,Montlaur,municipality,31384,,Montlaur,,31450,Montlaur,"31, Haute-Garonne, Occitanie",31384,,,,ok
31450,Noueilles,1.521873,43.417567,0.9312272727272728,0.6648018181818182,Noueilles,municipality,31401,,Noueilles,,31450,Noueilles,"31, Haute-Garonne, Occitanie",31401,,,,ok
31450,Odars,1.59302,43.52622,0.9351318181818181,0.6449796969696969,Odars,municipality,31402,,Odars,,31450,Odars,"31, Haute-Garonne, Occitanie",31402,,,,ok
31450,Pompertuzat,1.518657,43.490612,0.93919,0.6675037944664031,Pompertuzat,municipality,31429,,Pompertuzat,,31450,Pompertuzat,"31, Haute-Garonne, Occitanie",31429,,,,ok
31450,Pouze,1.533029,43.433523,0.9244490909090908,0.5551111764705883,Pouze,municipality,31437,,Pouze,,31450,Pouze,"31, Haute-Garonne, Occitanie",31437,,,,ok
31450,Varennes,1.692231,43.474678,0.9294427272727271,0.4487306493506493,Varennes,municipality,31568,,Varennes,,31450,Varennes,"31, Haute-Garonne, Occitanie",31568,,,,ok
44522,Mesanger,-1.231796,47.430751,0.9425372727272726,0.6697077511961722,Mésanger,municipality,44096,,Mésanger,,44522,Mésanger,"44, Loire-Atlantique, Pays de la Loire",44096,,,,ok
44522,Pouille les Coteaux,-1.180068,47.461491,0.9358036363636364,0.7116818181818182,Pouillé-les-Côteaux,municipality,44134,,Pouillé-les-Côteaux,,44522,Pouillé-les-Côteaux,"44, Loire-Atlantique, Pays de la Loire",44134,,,,ok
44522,La Roche Blanche,-1.140589,47.438328,0.9365027272727273,0.6566321407624632,La Roche-Blanche,municipality,44222,,La Roche-Blanche,,44522,La Roche-Blanche,"44, Loire-Atlantique, Pays de la Loire",44222,,,,ok
27230,Barville,0.474654,49.157728,0.9243445454545455,0.4984519367588932,Barville,municipality,27042,,Barville,,27230,Barville,"27, Eure, Normandie",27042,,,,ok
27230,Bazoques,0.547315,49.168766,0.9267190909090908,0.5132024242424241,Bazoques,municipality,27046,,Bazoques,,27230,Bazoques,"27, Eure, Normandie",27046,,,,ok
27230,Bournainville Faverolles,0.501462,49.121171,0.9322445454545454,0.7149134152334152,Bournainville-Faverolles,municipality,27106,,Bournainville-Faverolles,,27230,Bournainville-Faverolles,"27, Eure, Normandie",27106,,,,ok
27230,Bournainville Faverolles,0.501462,49.121171,0.9322445454545454,0.7149134152334152,Bournainville-Faverolles,municipality,27106,,Bournainville-Faverolles,,27230,Bournainville-Faverolles,"27, Eure, Normandie",27106,,,,ok
27230,Bournainville Faverolles,0.501462,49.121171,0.9322445454545454,0.7149134152334152,Bournainville-Faverolles,municipality,27106,,Bournainville-Faverolles,,27230,Bournainville-Faverolles,"27, Eure, Normandie",27106,,,,ok
27230,La Chapelle Hareng,0.427421,49.114729,0.9261163636363636,0.6946631671554252,La Chapelle-Hareng,municipality,27149,,La Chapelle-Hareng,,27230,La Chapelle-Hareng,"27, Eure, Normandie",27149,,,,ok
27230,Drucourt,0.462752,49.119292,0.933050909090909,0.6522713875598085,Drucourt,municipality,27207,,Drucourt,,27230,Drucourt,"27, Eure, Normandie",27207,,,,ok
27230,Duranville,0.516807,49.146147,0.9269327272727271,0.5664472727272727,Duranville,municipality,27208,,Duranville,,27230,Duranville,"27, Eure, Normandie",27208,,,,ok
27230,Le Favril,0.527105,49.182333,0.9277018181818182,0.5814224110671937,Le Favril,municipality,27237,,Le Favril,,27230,Le Favril,"27, Eure, Normandie",27237,,,,ok
27230,Folleville,0.518319,49.167203,0.9281118181818181,0.576470909090909,Folleville,municipality,27248,,Folleville,,27230,Folleville,"27, Eure, Normandie",27248,,,,ok
27230,Fontaine la Louvet,0.450094,49.158577,0.9304427272727273,0.6134553535353534,Fontaine-la-Louvet,municipality,27252,,Fontaine-la-Louvet,,27230,Fontaine-la-Louvet,"27, Eure, Normandie",27252,,,,ok
27230,Heudreville en Lieuvin,0.495521,49.188682,0.9256654545454545,0.7033863636363635,Heudreville-en-Lieuvin,municipality,27334,,Heudreville-en-Lieuvin,,27230,Heudreville-en-Lieuvin,"27, Eure, Normandie",27334,,,,ok
27230,Piencourt,0.409766,49.175201,0.9274145454545455,0.5517775757575758,Piencourt,municipality,27455,,Piencourt,,27230,Piencourt,"27, Eure, Normandie",27455,,,,ok
27230,Les Places,0.422418,49.14923,0.9238418181818182,0.5958109090909091,Les Places,municipality,27459,,Les Places,,27230,Les Places,"27, Eure, Normandie",27459,,,,ok
27230,Le Planquay,0.430976,49.095035,0.9273336363636363,0.5408741558441558,Le Planquay,municipality,27462,,Le Planquay,,27230,Le Planquay,"27, Eure, Normandie",27462,,,,ok
27230,St Aubin de Scellon,0.478636,49.176613,0.7682005194805195,0.5698878088578088,Saint-Aubin-de-Scellon,municipality,27512,,Saint-Aubin-de-Scellon,,27230,Saint-Aubin-de-Scellon,"27, Eure, Normandie",27512,,,,ok
27230,St Germain la Campagne,0.407809,49.051143,0.7882306158357771,0.6540777511961723,Saint-Germain-la-Campagne,municipality,27547,,Saint-Germain-la-Campagne,,27230,Saint-Germain-la-Campagne,"27, Eure, Normandie",27547,,,,ok
27230,St Mards de Fresne,0.444618,49.077506,0.7622952861952861,0.5979767532467531,Saint-Mards-de-Fresne,municipality,27564,,Saint-Mards-de-Fresne,,27230,Saint-Mards-de-Fresne,"27, Eure, Normandie",27564,,,,ok
27230,St Vincent du Boulay,0.487431,49.102414,0.7743101880877743,0.5445905194805194,Saint-Vincent-du-Boulay,municipality,27613,,Saint-Vincent-du-Boulay,,27230,Saint-Vincent-du-Boulay,"27, Eure, Normandie",27613,,,,ok
27230,Le Theil Nolent,0.534439,49.154718,0.9294081818181817,0.5947999999999999,Le Theil-Nolent,municipality,27627,,Le Theil-Nolent,,27230,Le Theil-Nolent,"27, Eure, Normandie",27627,,,,ok
27230,Thiberville,0.439366,49.134035,0.9381072727272728,0.6055263636363636,Thiberville,municipality,27629,,Thiberville,,27230,Thiberville,"27, Eure, Normandie",27629,,,,ok
62530,Gouy Servins,2.648644,50.402529,0.9308272727272727,0.6843121212121211,Gouy-Servins,municipality,62380,,Gouy-Servins,,62530,Gouy-Servins,"62, Pas-de-Calais, Hauts-de-France",62380,,,,ok
62530,Hersin Coupigny,2.64289,50.446791,0.9437527272727272,0.651621515151515,Hersin-Coupigny,municipality,62443,,Hersin-Coupigny,,62530,Hersin-Coupigny,"62, Pas-de-Calais, Hauts-de-France",62443,,,,ok
62530,Servins,2.638739,50.401788,0.9360799999999999,0.6634475935828876,Servins,municipality,62793,,Servins,,62530,Servins,"62, Pas-de-Calais, Hauts-de-France",62793,,,,ok
14000,Caen,-0.37193,49.184316,0.9567872727272726,0.5011238277511961,Caen,municipality,14118,,Caen,,14000,Caen,"14, Calvados, Normandie",14118,,,,ok
30330,La Bastide d Engras,4.474351,44.09933,0.9283145454545455,0.6446987165775401,La Bastide-d'Engras,municipality,30031,,La Bastide-d'Engras,,30330,La Bastide-d'Engras,"30, Gard, Occitanie",30031,,,,ok
30330,Cavillargues,4.521537,44.118096,0.9347518181818181,0.5820632659932659,Cavillargues,municipality,30076,,Cavillargues,,30330,Cavillargues,"30, Gard, Occitanie",30076,,,,ok
30330,Connaux,4.592033,44.083059,0.9379109090909089,0.5351541322314048,Connaux,municipality,30092,,Connaux,,30330,Connaux,"30, Gard, Occitanie",30092,,,,ok
30330,Gaujac,4.576683,44.079895,0.9357954545454544,0.48856545454545447,Gaujac,municipality,30127,,Gaujac,,30330,Gaujac,"30, Gard, Occitanie",30127,,,,ok
30330,Le Pin,4.541475,44.09117,0.9320645454545454,0.5086159307359307,Le Pin,municipality,30196,,Le Pin,,30330,Le Pin,"30, Gard, Occitanie",30196,,,,ok
30330,Pougnadoresse,4.510729,44.094942,0.9293554545454545,0.5800171428571428,Pougnadoresse,municipality,30205,,Pougnadoresse,,30330,Pougnadoresse,"30, Gard, Occitanie",30205,,,,ok
30330,St Andre d Olerargues,4.498819,44.16571,0.780290303030303,0.5585712262156448,Saint-André-d'Olérargues,municipality,30232,,Saint-André-d'Olérargues,,30330,Saint-André-d'Olérargues,"30, Gard, Occitanie",30232,,,,ok
30330,St Laurent la Vernede,4.458855,44.10647,0.7823075757575758,0.61063331002331,Saint-Laurent-la-Vernède,municipality,30279,,Saint-Laurent-la-Vernède,,30330,Saint-Laurent-la-Vernède,"30, Gard, Occitanie",30279,,,,ok
30330,St Marcel de Careiret,4.490252,44.144362,0.7833893939393939,0.6065981818181818,Saint-Marcel-de-Careiret,municipality,30282,,Saint-Marcel-de-Careiret,,30330,Saint-Marcel-de-Careiret,"30, Gard, Occitanie",30282,,,,ok
30330,St Pons la Calm,4.557245,44.099797,0.7428315151515151,0.5400013903743316,Saint-Pons-la-Calm,municipality,30292,,Saint-Pons-la-Calm,,30330,Saint-Pons-la-Calm,"30, Gard, Occitanie",30292,,,,ok
30330,Tresques,4.596703,44.122339,0.9381827272727271,0.552377628458498,Tresques,municipality,30331,,Tresques,,30330,Tresques,"30, Gard, Occitanie",30331,,,,ok
30330,St Paul les Fonts,4.613269,44.081875,0.7608539160839161,0.5751927272727272,Saint-Paul-les-Fonts,municipality,30355,,Saint-Paul-les-Fonts,,30330,Saint-Paul-les-Fonts,"30, Gard, Occitanie",30355,,,,ok
03210,Agonges,3.168326,46.607024,0.9301427272727273,0.5157259307359308,Agonges,municipality,03002,,Agonges,,03210,Agonges,"03, Allier, Auvergne-Rhône-Alpes",03002,,,,ok
03210,Autry Issards,3.12,46.544,0.9302599999999999,0.6151232996632996,Autry-Issards,municipality,03012,,Autry-Issards,,03210,Autry-Issards,"03, Allier, Auvergne-Rhône-Alpes",03012,,,,ok
03210,Besson,3.263476,46.472271,0.9342845454545454,0.5839001010101009,Besson,municipality,03026,,Besson,,03210,Besson,"03, Allier, Auvergne-Rhône-Alpes",03026,,,,ok
03210,Bresnay,3.248352,46.436471,0.9311927272727273,0.5994154066985645,Bresnay,municipality,03039,,Bresnay,,03210,Bresnay,"03, Allier, Auvergne-Rhône-Alpes",03039,,,,ok
03210,Chatillon,3.134251,46.458845,0.9302163636363636,0.5264869696969696,Châtillon,municipality,03069,,Châtillon,,03210,Châtillon,"03, Allier, Auvergne-Rhône-Alpes",03069,,,,ok
03210,Chemilly,3.309849,46.486316,0.9332345454545454,0.5197187878787879,Chemilly,municipality,03073,,Chemilly,,03210,Chemilly,"03, Allier, Auvergne-Rhône-Alpes",03073,,,,ok
03210,Gipcy,3.056183,46.504031,0.9290090909090909,0.5015379904306219,Gipcy,municipality,03122,,Gipcy,,03210,Gipcy,"03, Allier, Auvergne-Rhône-Alpes",03122,,,,ok
03210,Marigny,3.212124,46.580789,0.928270909090909,0.5066255731225295,Marigny,municipality,03162,,Marigny,,03210,Marigny,"03, Allier, Auvergne-Rhône-Alpes",03162,,,,ok
03210,Meillers,3.093328,46.507663,0.9261872727272727,0.5088501185770751,Meillers,municipality,03170,,Meillers,,03210,Meillers,"03, Allier, Auvergne-Rhône-Alpes",03170,,,,ok
03210,Noyant d Allier,3.120478,46.481231,0.9331663636363636,0.676577012987013,Noyant-d'Allier,municipality,03202,,Noyant-d'Allier,,03210,Noyant-d'Allier,"03, Allier, Auvergne-Rhône-Alpes",03202,,,,ok
03210,St Menoux,3.145665,46.578435,0.6834983838383838,0.5470676284584979,Saint-Menoux,municipality,03247,,Saint-Menoux,,03210,Saint-Menoux,"03, Allier, Auvergne-Rhône-Alpes",03247,,,,ok
03210,Souvigny,3.192662,46.52673,0.9379845454545452,0.549029446640316,Souvigny,municipality,03275,,Souvigny,,03210,Souvigny,"03, Allier, Auvergne-Rhône-Alpes",03275,,,,ok
67150,Bolsenheim,7.610641,48.420089,0.9329963636363636,0.5955578656126481,Bolsenheim,municipality,67054,,Bolsenheim,,67150,Bolsenheim,"67, Bas-Rhin, Grand Est",67054,,,,ok
67150,Daubensand,7.719365,48.348884,0.9316699999999999,0.6003960474308301,Daubensand,municipality,67086,,Daubensand,,67150,Daubensand,"67, Bas-Rhin, Grand Est",67086,,,,ok
67150,Erstein,7.667782,48.41893,0.9463499999999999,0.5762430622009569,Erstein,municipality,67130,,Erstein,,67150,Erstein,"67, Bas-Rhin, Grand Est",67130,,,,ok
67150,Erstein,7.667782,48.41893,0.9463499999999999,0.5762430622009569,Erstein,municipality,67130,,Erstein,,67150,Erstein,"67, Bas-Rhin, Grand Est",67130,,,,ok
67150,Gerstheim,7.710463,48.383209,0.9411463636363635,0.5819855371900826,Gerstheim,municipality,67154,,Gerstheim,,67150,Gerstheim,"67, Bas-Rhin, Grand Est",67154,,,,ok
67150,Hindisheim,7.637165,48.467938,0.9374645454545455,0.5428759595959596,Hindisheim,municipality,67197,,Hindisheim,,67150,Hindisheim,"67, Bas-Rhin, Grand Est",67197,,,,ok
67150,Hipsheim,7.675151,48.466011,0.9355372727272726,0.6861620202020202,Hipsheim,municipality,67200,,Hipsheim,,67150,Hipsheim,"67, Bas-Rhin, Grand Est",67200,,,,ok
67150,Limersheim,7.643671,48.45616,0.9338027272727272,0.5994633201581028,Limersheim,municipality,67266,,Limersheim,,67150,Limersheim,"67, Bas-Rhin, Grand Est",67266,,,,ok
67150,Matzenheim,7.624984,48.391206,0.9373181818181817,0.6892361038961038,Matzenheim,municipality,67285,,Matzenheim,,67150,Matzenheim,"67, Bas-Rhin, Grand Est",67285,,,,ok
67150,Matzenheim,7.624984,48.391206,0.9373181818181817,0.6892361038961038,Matzenheim,municipality,67285,,Matzenheim,,67150,Matzenheim,"67, Bas-Rhin, Grand Est",67285,,,,ok
67150,Nordhouse,7.675657,48.449515,0.938010909090909,0.5948824110671936,Nordhouse,municipality,67336,,Nordhouse,,67150,Nordhouse,"67, Bas-Rhin, Grand Est",67336,,,,ok
67150,Osthouse,7.641505,48.40289,0.9352,0.5903881818181818,Osthouse,municipality,67364,,Osthouse,,67150,Osthouse,"67, Bas-Rhin, Grand Est",67364,,,,ok
67150,Schaeffersheim,7.622719,48.429422,0.934521818181818,0.6564578787878786,Schaeffersheim,municipality,67438,,Schaeffersheim,,67150,Schaeffersheim,"67, Bas-Rhin, Grand Est",67438,,,,ok
67150,Uttenheim,7.598659,48.41046,0.9329809090909089,0.5710730303030302,Uttenheim,municipality,67501,,Uttenheim,,67150,Uttenheim,"67, Bas-Rhin, Grand Est",67501,,,,ok
03400,Gennetines,3.403349,46.632201,0.9334099999999999,0.5663890909090908,Gennetines,municipality,03121,,Gennetines,,03400,Gennetines,"03, Allier, Auvergne-Rhône-Alpes",03121,,,,ok
